player in MLB,G_MLB,PA_MLB,AB_MLB,R_MLB,H_MLB,2B_MLB,3B_MLB,HR_MLB,RBI_MLB,SB_MLB,CS_MLB,BB_MLB,SO_MLB,BA_MLB,OBP_MLB,SLG_MLB,OPS_MLB,TB_MLB,GDP_MLB,HBP_MLB,SH_MLB,SF_MLB,IBB_MLB,HitperABMLB,TwoBaseHitABMLB,ThreeBaseHitABMLB,HRperABMLB,StolenBasePercentageMLB,BaseOnBallPercentageMLB,StrikeoutPercentageMLB,player in NPB,G_NPB,PA_NPB,AB_NPB,R_NPB,H_NPB,2B_NPB,3B_NPB,HR_NPB,RBI_NPB,SB_NPB,CS_NPB,BB_NPB,SO_NPB,BA_NPB,OBP_NPB,SLG_NPB,OPS_NPB,TB_NPB,GDP_NPB,HBP_NPB,SH_NPB,SF_NPB,IBB_NPB,HitperABNPB,TwoBaseHitABNPB,ThreeBaseHitABNPB,HRperABNPB,StolenBasePercentageNPB,BaseOnBallPercentageNPB,StrikeoutPercentageNPB
Michael Restovich,152,297,268,37,64,13,3,6,21,1,0,28,68,0.239,0.313,0.377,0.69,101,10,1,0,0,0.0,0.23880597014925373,0.048507462686567165,0.011194029850746268,0.022388059701492536,0.0002630194634402946,0.1044776119402985,0.2537313432835821,Michael Restovich,87,292,256,31,67,20,0,9,44,0,0,33,99,0.262,0.353,0.445,0.7979999999999999,114,5,3,0,0,2.0,0.26171875,0.078125,0.0,0.03515625,0.0,0.12890625,0.38671875
Jason Botts,93,326,282,33,65,15,1,5,28,1,0,38,108,0.23,0.325,0.344,0.669,97,9,3,0,3,1.0,0.23049645390070922,0.05319148936170213,0.0035460992907801418,0.01773049645390071,0.0002630194634402946,0.1347517730496454,0.3829787234042553,Jason Botts,66,183,163,18,41,12,0,6,22,0,1,15,60,0.252,0.32799999999999996,0.436,0.763,71,2,4,0,1,0.0,0.25153374233128833,0.0736196319018405,0.0,0.03680981595092025,0.0,0.09202453987730061,0.36809815950920244
Terrmel Sledge,291,803,705,81,174,32,7,25,100,6,6,82,151,0.247,0.327,0.418,0.745,295,13,4,7,5,7.0,0.24680851063829787,0.04539007092198582,0.009929078014184398,0.03546099290780142,0.0015781167806417674,0.11631205673758865,0.21418439716312057,Terrmel Sledge,501,1991,1759,208,463,97,4,96,315,1,2,200,469,0.263,0.34299999999999997,0.48700000000000004,0.8290000000000001,856,41,19,0,13,0.0,0.2632177373507675,0.05514496873223423,0.0022740193291642978,0.054576463899943146,0.0004299226139294927,0.1137009664582149,0.26662876634451393
Hiram Bocachica,272,584,535,69,115,28,1,15,37,16,10,41,139,0.215,0.272,0.355,0.628,190,6,2,4,2,0.0,0.21495327102803738,0.052336448598130844,0.001869158878504673,0.028037383177570093,0.004208311415044713,0.07663551401869159,0.25981308411214954,Hiram Bocachica,153,515,434,72,102,21,1,33,79,5,5,56,153,0.235,0.34299999999999997,0.516,0.8590000000000001,224,5,17,5,3,0.0,0.2350230414746544,0.04838709677419355,0.002304147465437788,0.07603686635944701,0.0021496130696474634,0.12903225806451613,0.35253456221198154
Craig Brazell,29,40,38,4,10,2,0,1,3,0,0,2,8,0.263,0.3,0.395,0.695,15,1,0,0,0,0.0,0.2631578947368421,0.05263157894736842,0.0,0.02631578947368421,0.0,0.05263157894736842,0.21052631578947367,Craig Brazell,670,2460,2278,252,613,91,0,133,412,1,2,126,564,0.26899999999999996,0.313,0.484,0.797,1103,77,31,0,25,5.0,0.26909569798068483,0.03994732221246708,0.0,0.058384547848990345,0.0004299226139294927,0.0553116769095698,0.247585601404741
Chris Aguila,149,248,230,26,53,13,2,3,16,2,2,16,61,0.23,0.28,0.34299999999999997,0.624,79,3,0,2,0,1.0,0.23043478260869565,0.05652173913043478,0.008695652173913044,0.013043478260869565,0.0005260389268805891,0.06956521739130435,0.26521739130434785,Chris Aguila,85,329,274,44,76,18,0,14,59,6,3,50,63,0.27699999999999997,0.386,0.496,0.882,136,9,1,0,4,0.0,0.2773722627737226,0.06569343065693431,0.0,0.051094890510948905,0.0025795356835769563,0.18248175182481752,0.22992700729927007
Luis Jimenez,68,168,157,19,34,8,0,0,7,0,2,3,47,0.217,0.253,0.268,0.521,42,3,5,2,1,0.0,0.21656050955414013,0.050955414012738856,0.0,0.0,0.0,0.01910828025477707,0.29936305732484075,Luis Jimenez,67,211,192,25,45,12,1,5,23,2,0,13,33,0.23399999999999999,0.299,0.385,0.684,74,4,5,0,1,0.0,0.234375,0.0625,0.005208333333333333,0.026041666666666668,0.0008598452278589854,0.06770833333333333,0.171875
Todd Linden,270,559,502,64,116,22,3,8,36,8,0,44,148,0.231,0.303,0.335,0.638,168,13,8,5,0,1.0,0.23107569721115537,0.043824701195219126,0.00597609561752988,0.01593625498007968,0.0021041557075223566,0.08764940239043825,0.2948207171314741,Todd Linden,126,506,446,65,113,27,0,17,55,3,5,53,169,0.253,0.33799999999999997,0.428,0.7659999999999999,191,8,5,0,2,1.0,0.2533632286995516,0.06053811659192825,0.0,0.03811659192825112,0.0012897678417884782,0.11883408071748879,0.3789237668161435
Roberto Petagine,242,438,366,48,83,17,1,12,54,1,2,63,103,0.22699999999999998,0.345,0.377,0.722,138,10,4,3,2,3.0,0.226775956284153,0.04644808743169399,0.00273224043715847,0.03278688524590164,0.0002630194634402946,0.1721311475409836,0.2814207650273224,Roberto Petagine,837,3496,2830,545,882,149,3,233,635,24,6,609,622,0.312,0.43799999999999994,0.613,1.051,1736,71,39,0,18,51.0,0.311660777385159,0.05265017667844523,0.0010600706713780918,0.08233215547703181,0.010318142734307825,0.21519434628975265,0.21978798586572437
Freddie Bynum,188,377,351,54,82,17,8,6,32,18,8,16,108,0.23399999999999999,0.275,0.379,0.654,133,6,4,6,0,0.0,0.2336182336182336,0.04843304843304843,0.022792022792022793,0.017094017094017096,0.004734350341925302,0.045584045584045586,0.3076923076923077,Freddie Bynum,90,321,288,47,77,10,6,5,28,16,4,22,52,0.267,0.32299999999999995,0.396,0.7190000000000001,114,4,3,5,3,0.0,0.2673611111111111,0.034722222222222224,0.020833333333333332,0.017361111111111112,0.006878761822871883,0.0763888888888889,0.18055555555555555
Dee Brown,271,874,814,86,190,37,1,14,89,8,6,50,207,0.233,0.28,0.33299999999999996,0.613,271,13,4,2,4,5.0,0.2334152334152334,0.045454545454545456,0.0012285012285012285,0.0171990171990172,0.0021041557075223566,0.06142506142506143,0.2542997542997543,Dee Brown,139,544,482,56,111,22,0,21,81,2,3,54,117,0.23,0.311,0.40700000000000003,0.7170000000000001,196,11,4,0,4,2.0,0.23029045643153526,0.04564315352697095,0.0,0.043568464730290454,0.0008598452278589854,0.11203319502074689,0.24273858921161826
Andy Phillips,259,604,557,77,139,25,4,14,70,3,5,34,110,0.25,0.294,0.384,0.679,214,20,3,6,4,0.0,0.2495511669658887,0.04488330341113106,0.00718132854578097,0.025134649910233394,0.0007890583903208837,0.06104129263913824,0.19748653500897667,Andy Phillips,100,393,345,46,86,17,1,17,62,0,0,36,69,0.249,0.326,0.452,0.778,156,9,6,0,6,0.0,0.2492753623188406,0.04927536231884058,0.002898550724637681,0.04927536231884058,0.0,0.10434782608695652,0.2
Jose Castillo,592,2059,1918,211,487,103,10,39,218,13,11,111,378,0.254,0.29600000000000004,0.379,0.675,727,72,9,7,14,19.0,0.25391032325338897,0.053701772679874867,0.005213764337851929,0.020333680917622523,0.0034192530247238295,0.05787278415015641,0.19708029197080293,Jose Castillo,217,852,797,79,216,37,1,24,89,3,3,40,116,0.271,0.311,0.41,0.722,327,26,9,1,5,5.0,0.2710163111668758,0.04642409033877039,0.0012547051442910915,0.030112923462986198,0.0012897678417884782,0.050188205771643665,0.14554579673776663
Micah Hoffpauir,162,394,359,47,90,23,1,12,48,2,0,31,85,0.251,0.312,0.42100000000000004,0.733,151,6,2,0,2,1.0,0.25069637883008355,0.06406685236768803,0.002785515320334262,0.033426183844011144,0.0005260389268805891,0.08635097493036212,0.23676880222841226,Micah Hoffpauir,300,861,770,70,173,30,0,31,88,1,3,79,233,0.225,0.298,0.384,0.6829999999999999,296,12,5,0,7,0.0,0.22467532467532467,0.03896103896103896,0.0,0.04025974025974026,0.0004299226139294927,0.1025974025974026,0.3025974025974026
Bobby Scales,61,158,137,19,34,8,2,3,17,1,0,18,37,0.248,0.342,0.401,0.743,55,5,2,0,1,1.0,0.24817518248175183,0.058394160583941604,0.014598540145985401,0.021897810218978103,0.0002630194634402946,0.13138686131386862,0.27007299270072993,Bobby Scales,165,679,592,76,155,27,3,14,53,6,1,72,206,0.262,0.35200000000000004,0.389,0.741,230,6,12,0,3,1.0,0.26182432432432434,0.04560810810810811,0.005067567567567568,0.02364864864864865,0.0025795356835769563,0.12162162162162163,0.34797297297297297
Mike Hessman,109,250,223,29,42,8,1,14,33,0,0,21,79,0.188,0.272,0.42200000000000004,0.6940000000000001,94,4,5,0,1,2.0,0.18834080717488788,0.03587443946188341,0.004484304932735426,0.06278026905829596,0.0,0.09417040358744394,0.3542600896860987,Mike Hessman,84,267,241,25,52,14,0,14,30,0,0,24,74,0.21600000000000003,0.28800000000000003,0.44799999999999995,0.737,108,3,1,0,1,0.0,0.2157676348547718,0.058091286307053944,0.0,0.058091286307053944,0.0,0.0995850622406639,0.3070539419087137
Brandon Allen,116,389,344,44,70,19,2,12,41,3,0,42,137,0.203,0.29,0.375,0.665,129,4,1,0,2,6.0,0.20348837209302326,0.055232558139534885,0.005813953488372093,0.03488372093023256,0.0007890583903208837,0.12209302325581395,0.39825581395348836,Brandon Allen,29,107,95,17,20,2,0,4,10,0,0,11,34,0.21100000000000002,0.299,0.358,0.657,34,1,1,0,0,1.0,0.21052631578947367,0.021052631578947368,0.0,0.042105263157894736,0.0,0.11578947368421053,0.35789473684210527
Wily Mo Pena,599,1845,1703,211,425,70,5,84,240,12,8,111,559,0.25,0.303,0.445,0.748,757,37,23,1,7,5.0,0.24955960070463887,0.041103934233705224,0.002935995302407516,0.04932472108044627,0.003156233561283535,0.06517909571344686,0.3282442748091603,Wily Mo Pena,520,1994,1738,203,454,90,4,86,260,5,3,205,489,0.261,0.353,0.466,0.8190000000000001,810,43,44,0,7,8.0,0.2612197928653625,0.05178365937859609,0.0023014959723820483,0.04948216340621404,0.0021496130696474634,0.11795166858457998,0.2813578826237054
Chris Carter,113,206,190,20,50,9,0,4,28,1,2,14,26,0.263,0.316,0.374,0.6890000000000001,71,2,1,0,1,0.0,0.2631578947368421,0.04736842105263158,0.0,0.021052631578947368,0.0002630194634402946,0.07368421052631578,0.1368421052631579,Chris Carter,73,172,156,9,41,8,0,4,30,0,0,13,33,0.263,0.32,0.391,0.711,61,5,1,0,2,0.0,0.26282051282051283,0.05128205128205128,0.0,0.02564102564102564,0.0,0.08333333333333333,0.21153846153846154
Esteban German,409,1170,1016,159,284,54,15,8,111,34,15,117,187,0.28,0.359,0.386,0.745,392,26,13,17,7,1.0,0.2795275590551181,0.0531496062992126,0.014763779527559055,0.007874015748031496,0.008942661756970016,0.11515748031496063,0.18405511811023623,Esteban German,502,2046,1778,222,494,78,9,15,182,128,51,220,297,0.278,0.36,0.35700000000000004,0.7170000000000001,635,64,15,20,13,2.0,0.2778402699662542,0.043869516310461196,0.005061867266591676,0.00843644544431946,0.055030094582975066,0.12373453318335208,0.1670416197975253
Luis Terrero,243,625,551,66,129,23,1,14,52,17,10,47,161,0.23399999999999999,0.319,0.35600000000000004,0.675,196,11,22,4,1,2.0,0.23411978221415608,0.041742286751361164,0.0018148820326678765,0.025408348457350273,0.004471330878485008,0.0852994555353902,0.29219600725952816,Luis Terrero,95,310,276,26,68,13,2,6,33,9,4,27,60,0.24600000000000002,0.326,0.373,0.6990000000000001,103,2,6,0,1,0.0,0.2463768115942029,0.04710144927536232,0.007246376811594203,0.021739130434782608,0.003869303525365434,0.09782608695652174,0.21739130434782608
Josh Whitesell,53,142,115,8,23,7,0,2,15,0,0,25,31,0.2,0.35200000000000004,0.313,0.665,36,2,2,0,0,4.0,0.2,0.06086956521739131,0.0,0.017391304347826087,0.0,0.21739130434782608,0.26956521739130435,Josh Whitesell,267,956,822,105,228,51,2,40,143,0,1,111,273,0.27699999999999997,0.37,0.49,0.861,403,17,15,0,8,2.0,0.2773722627737226,0.06204379562043796,0.0024330900243309003,0.04866180048661801,0.0,0.13503649635036497,0.33211678832116787
